g;g;g;g;g;g;g;g;g
26;1;25;26;26;25;1;0;0
17;23;20;30;23;20;17;4984,275273;0,275273297
19;24;28;35,5;28;24;19;8479,245791;0,245790734
6;16;29;25,5;29;16;6;-3274,133257;0,866742795
19;22;3;22;22;19;3;0;0
24;25;15;32;25;24;15;5385,325246;0,325245517
1;5;10;8;10;5;1;-118,7939392;0,206060761
26;13;6;22,5;26;13;6;-2602,356872;0,643128035
20;12;9;20,5;20;12;9;221,2909743;0,290974313
9;10;19;19;19;10;9;0;0
7;18;4;14,5;18;7;4;-1049,548731;0,451268848
4;27;9;20;27;9;4;-5509,671497;0,328503441
3;16;12;15,5;16;12;3;-86,12196112;0,878038878
27;30;30;43,5;30;30;27;19833,35154;0,351539886
16;18;30;32;30;18;16;2534,270704;0,270703773
1;21;13;17,5;21;13;1;-1087,135122;0,864878022
5;8;12;12,5;12;8;5;59,66213466;0,662134663
26;5;15;23;26;15;5;-2071,799218;0,200781929
13;8;12;16,5;13;12;8;543,8028207;0,80282071
8;16;18;21;18;16;8;893,6022605;0,602260516
26;13;11;25;26;13;11;-840;0
12;4;1;8,5;12;4;1;-344,3905963;0,609403711
3;7;24;17;24;7;3;-4040,643513;0,356486895
19;1;2;11;19;2;1;-2387,969849;0,030150944
1;12;15;14;15;12;1;-97,28309206;0,716907944
20;21;25;33;25;21;20;7169,214183;0,214182879
28;19;12;29,5;28;19;12;1497,026936;0,026936444
24;26;10;30;26;24;10;2629,068276;0,068276025
19;29;22;35;29;22;19;7383,267569;0,267569308
7;15;11;16,5;15;11;7;318,360755;0,360754982
5;11;28;22;28;11;5;-5262,646483;0,353517478
5;1;27;16,5;27;5;1;-7602,57669;0,423310462
26;11;23;30;26;23;11;2913,884006;0,884005927
20;10;25;27,5;25;20;10;1720,702017;0,702016529
30;15;11;28;30;15;11;-2338,844159;0,155841019
2;11;10;11,5;11;10;2;24,16205056;0,162050565
24;23;14;30,5;24;23;14;4442,306134;0,3061341
18;5;19;21;19;18;5;439,9272667;0,927266716
20;20;2;21;20;20;2;87,0689382;0,068938204
11;10;24;22,5;24;11;10;-1022,799181;0,200819289
3;16;16;17,5;16;16;3;136,4801668;0,480166828
19;25;28;36;28;25;19;8976;0
27;1;14;21;27;14;1;-3849,363584;0,636416237
27;29;21;38,5;29;27;21;11862,8724;0,872400964
10;21;23;27;23;21;10;2120,030188;0,030188464
15;1;4;10;15;4;1;-853,8149682;0,185031755
25;12;28;32,5;28;25;12;3944,294361;0,294361202
4;26;1;15,5;26;4;1;-6893,201768;0,798231795
21;23;4;24;23;21;4;293,9387691;0,938769134
17;16;23;28;23;17;16;3492,391731;0,391730605
20;25;29;37;29;25;20;9927,068449;0,068449447
4;13;29;23;29;13;4;-5467,247937;0,752063423
27;18;11;28;27;18;11;899,5554458;0,555445762
5;22;14;20,5;22;14;5;-684,2475395;0,752460499
3;14;10;13,5;14;10;3;-67,51406104;0,485938965
9;10;27;23;27;10;9;-3491,365349;0,634651028
10;7;1;9;10;7;1;-48;0
2;7;28;18,5;28;7;2;-7753,383292;0,616707749
13;7;9;14,5;13;9;7;235,6129805;0,612980463
14;6;13;16,5;14;13;6;373,1980142;0,198014213
27;1;30;29;30;27;1;-301,5692292;0,4307708
20;9;13;21;20;13;9;439,9272667;0,927266716
4;11;10;12,5;11;10;4;112,6951433;0,695143252
17;7;24;24;24;17;7;0;0
4;22;27;26,5;27;22;4;-260,6081379;0,391862056
13;27;9;24,5;27;13;9;-2205,731216;0,268784436
2;3;21;13;21;3;2;-3172,885122;0,114877592
3;20;19;21;20;19;3;164,972725;0,972725018
9;15;8;16;15;9;8;224;0
24;26;23;36,5;26;24;23;10704,82354;0,823542231
17;12;17;23;17;17;12;1899,149283;0,149283232
15;8;11;17;15;11;8;445,2954076;0,295407567
22;5;25;26;25;22;5;428,3176391;0,317639142
30;5;22;28,5;30;22;5;-1223,192777;0,807222752
3;15;30;24;30;15;3;-5555,442737;0,557263368
14;3;22;19,5;22;14;3;-1001,852873;0,147126726
18;12;24;27;24;18;12;2104,441731;0,441731196
10;21;11;21;21;11;10;0;0
17;3;25;22,5;25;17;3;-1271,828546;0,171453551
4;9;17;15;17;9;4;-511,2338017;0,766198301
14;8;9;15,5;14;9;8;287,8934129;0,893412894
27;30;23;40;30;27;23;13977,26726;0,267257944
20;17;15;26;20;17;15;3028,817591;0,817591074
10;7;14;15,5;14;10;7;276,0824011;0,082401083
16;16;8;20;16;16;8;858,6501034;0,65010336
10;12;13;17,5;13;12;10;776,5250871;0,525087127
5;26;14;22,5;26;14;5;-2469,54121;0,458789762
5;25;6;18;25;6;5;-4632,96363;0,036369666
12;6;26;22;26;12;6;-3001,866086;0,133913713
27;27;16;35;27;27;16;7193,953016;0,953016249
3;11;4;9;11;4;3;-180;0
30;2;30;31;30;30;2;161,4651665;0,465166522
22;13;19;27;22;19;13;2909,845357;0,845356716
23;9;8;20;23;9;8;-1770,965838;0,03416182
28;22;7;28,5;28;22;7;373,0304214;0,03042143
30;25;20;37,5;30;25;20;10046,73527;0,735273134
19;21;10;25;21;19;10;1800;0
18;10;28;28;28;18;10;0;0
28;24;4;28;28;24;4;0;0
7;19;22;24;22;19;7;832,8265125;0,826512546
27;5;27;29,5;27;27;5;831,6816314;0,681631358
6;4;20;15;20;6;4;-1917,126756;0,873243627
3;24;22;24,5;24;22;3;133,0244632;0,024463211
21;19;18;29;21;19;18;4738,94503;0,945030278
25;13;3;20,5;25;13;3;-2674,168424;0,831576394
6;21;3;15;21;6;3;-2509,693208;0,306791658
1;6;3;5;6;3;1;-17,88854382;0,11145618
20;11;4;17,5;20;11;4;-917,7114666;0,288533395
26;23;8;28,5;26;23;8;1504,800716;0,800716146
30;2;22;27;30;22;2;-1948,557159;0,442841485
27;19;22;34;27;22;19;7346,999388;0,999387505
26;14;11;25,5;26;14;11;-421,0231121;0,976887882
30;14;22;33;30;22;14;3601,840779;0,840779379
12;6;5;11,5;12;6;5;-60,61707422;0,382925776
18;19;11;24;19;18;11;1910,601999;0,601999371
14;10;25;24,5;25;14;10;-376,799526;0,200473975
16;25;30;35,5;30;25;16;6709,66406;0,664060494
15;30;25;35;30;25;15;5916,079783;0,0797831
26;14;5;22,5;26;14;5;-2469,54121;0,458789762
11;20;9;20;20;11;9;0;0
3;26;29;29;29;26;3;0;0
10;2;18;15;18;10;2;-755,2317525;0,76824749
16;4;13;16,5;16;13;4;88,85667005;0,856670051
10;16;17;21,5;17;16;10;1319,751832;0,75183214
15;27;27;34,5;27;27;15;6442,68185;0,681849514
11;10;12;16,5;12;11;10;653,4773392;0,477339173
7;19;10;18;19;10;7;-373,3523805;0,647619534
27;24;30;40,5;30;27;24;14884,50936;0,509355629
30;11;25;33;30;25;11;3033,129077;0,129077372
10;28;21;29,5;28;21;10;1350,3794;0,379399812
5;15;13;16,5;15;13;5;245,2444093;0,24440934
9;30;22;30,5;30;22;9;504,6349315;0,634931473
16;19;10;22,5;19;16;10;1348,909064;0,909064416
5;9;4;9;9;5;4;0;0
16;1;19;18;19;16;1;-144,2497834;0,750216638
3;13;21;18,5;21;13;3;-916,6852863;0,314713731
8;1;9;9;9;8;1;0;0
20;12;8;20;20;12;8;0;0
30;15;15;30;30;15;15;0;0
11;10;19;20;19;11;10;402,4922359;0,49223595
7;25;1;16,5;25;7;1;-5084,124784;0,875215899
5;11;12;14;12;11;5;202,0494989;0,049498886
17;18;1;18;18;17;1;0;0
30;24;25;39,5;30;25;24;13419,05255;0,052546368
26;12;14;26;26;14;12;0;0
8;1;22;15,5;22;8;1;-2782,969658;0,030342029
10;16;21;23,5;21;16;10;1227,068964;0,068963909
16;23;5;22;23;16;5;-478,4224075;0,577592498
4;30;16;25;30;16;4;-4725;0
29;26;14;34,5;29;26;14;5629,178546;0,178545895
25;7;12;22;25;12;7;-2110,687092;0,312908079
5;18;23;23;23;18;5;0;0
10;4;15;14,5;15;10;4;-89,96131981;0,038680187
22;30;22;37;30;22;22;9580,350985;0,35098522
6;7;22;17,5;22;7;6;-2273,10071;0,89929041
2;7;2;5,5;7;2;2;-43,09319479;0,906805207
11;21;21;26,5;21;21;11;2413,681791;0,681791178
6;27;8;20,5;27;8;6;-5334,187808;0,812192066
28;6;9;21,5;28;9;6;-5839,481646;0,518353618
7;11;18;18;18;11;7;0;0
25;26;26;38,5;26;26;25;13088,32767;0,327673506
29;19;9;28,5;29;19;9;-494,4821865;0,517813453
30;12;8;25;30;12;8;-5525;0
13;5;14;16;14;13;5;264;0
14;17;9;20;17;14;9;885,4829191;0,48291909
29;8;21;29;29;21;8;0;0
25;24;3;26;25;24;3;234,5548976;0,554897625
11;29;7;23,5;29;11;7;-5499,086838;0,913161743
5;6;19;15;19;6;5;-1394,274005;0,725995365
1;13;30;22;30;13;1;-7091,908629;0,091371147
25;14;29;34;29;25;14;5247,856705;0,856705361
17;3;17;18,5;17;17;3;150,0030468;0,003046844
22;4;4;15;22;4;4;-3280,416894;0,583105762
23;3;19;22,5;23;19;3;-161,8690877;0,13091227
27;19;18;32;27;19;18;5147,737367;0,737367038
29;14;4;23,5;29;14;4;-4939,179815;0,820185275
28;25;22;37,5;28;25;22;11271,48014;0,480144526
7;15;2;12;15;7;2;-519,6152423;0,384757729
13;10;4;13,5;13;10;4;61,08415046;0,084150461
14;26;23;31,5;26;23;14;4591,715174;0,715174332
8;17;6;15,5;17;8;6;-420,7672958;0,232704232
10;2;19;15,5;19;10;2;-1023,128898;0,871101871
8;15;1;12;15;8;1;-457,2614132;0,738586802
14;18;2;17;18;14;2;-185,5397532;0,460246847
24;8;5;18,5;24;8;5;-3353,293918;0,706081841
29;7;26;31;29;26;7;1336,263447;0,263447079
24;17;13;27;24;17;13;2182,384018;0,384017537
14;9;15;19;15;14;9;871,7797887;0,779788708
29;1;4;17;29;4;1;-10291,27164;0,728358458
1;12;15;14;15;12;1;-97,28309206;0,716907944
22;16;19;28,5;22;19;16;4120,684888;0,684887893
10;21;21;26;21;21;10;2039,607805;0,607805437
2;9;14;12,5;14;9;2;-194,8963066;0,103693435
12;23;12;23,5;23;12;12;320,5528306;0,552830572
25;8;17;25;25;17;8;0;0
28;14;2;22;28;14;2;-4502,799129;0,20087057
4;26;24;27;26;24;4;358,5345172;0,534517167
4;4;26;17;26;4;4;-6271,243657;0,756343436
6;25;4;17,5;25;6;4;-4870,930092;0,069908022
9;5;1;7,5;9;5;1;-66,7536867;0,246313304
24;24;7;27,5;24;24;7;1316,91061;0,910609984
30;6;26;31;30;26;6;695,9705454;0,970545354
9;1;23;16,5;23;9;1;-3069,36326;0,636740248
16;27;6;24,5;27;16;6;-1945,869473;0,130526522
10;6;27;21,5;27;10;6;-4545,811866;0,188133739
12;28;21;30,5;28;21;12;2426,527748;0,527748463
21;24;12;28,5;24;21;12;2972,898976;0,8989758
3;5;15;11,5;15;5;3;-655,7665302;0,233469757
6;23;15;22;23;15;6;-525,3265651;0,6734349
19;4;23;23;23;19;4;0;0
12;13;25;25;25;13;12;0;0
6;14;16;18;16;14;6;407,293506;0,293505963
6;16;13;17,5;16;13;6;324,7286728;0,728672799
22;16;6;22;22;16;6;0;0
12;30;8;25;30;12;8;-5525;0
2;21;6;14,5;21;6;2;-2629,821651;0,178349381
3;25;8;18;25;8;3;-4454,772721;0,227278525
7;19;6;16;19;7;6;-1080;0
7;6;1;7;7;6;1;0;0
26;22;8;28;26;22;8;1269,960629;0,960629311
1;5;25;15,5;25;5;1;-5694,384069;0,615930613
23;14;12;24,5;23;14;12;974,4815328;0,481532823
15;19;4;19;19;15;4;0;0
9;16;24;24,5;24;16;9;326,0646145;0,064614475
26;3;14;21,5;26;14;3;-2895,107774;0,892225937
28;7;11;23;28;11;7;-4603,998262;0,00173762
26;18;15;29,5;26;18;15;3169,895132;0,895132088
18;12;10;20;18;12;10;715,5417528;0,5417528
22;14;23;29,5;23;22;14;4104,094254;0,094254332
12;30;15;28,5;30;15;12;-1783,739385;0,26061452
9;12;14;17,5;14;12;9;684,4924842;0,492484208
27;11;17;27,5;27;17;11;454,2653324;0,265332364
4;18;14;18;18;14;4;0;0
22;24;14;30;24;22;14;4206,509242;0,50924164
19;15;22;28;22;19;15;3714,634841;0,634840735
3;20;10;16,5;20;10;3;-1247,547648;0,452352488
16;8;13;18,5;16;13;8;620,9803552;0,980355215
29;14;11;27;29;14;11;-2161,599408;0,400592154
13;4;4;10,5;13;4;4;-342,2641181;0,735881865
19;26;1;23;26;19;1;-1266,099522;0,900477845
23;1;26;25;26;23;1;-240;0
29;6;16;25,5;29;16;6;-3274,133257;0,866742795
11;30;25;33;30;25;11;3033,129077;0,129077372
25;13;23;30,5;25;23;13;3986,684992;0,684992141
26;12;15;26,5;26;15;12;429,1990815;0,199081502
14;27;18;29,5;27;18;14;2420,363278;0,363278196
2;29;2;16,5;29;2;2;-10675,49422;0,505783908
21;28;27;38;28;27;21;11527,45419;0,454185552
25;4;15;22;25;15;4;-1772,977157;0,022842787
6;13;21;20;21;13;6;-438,2693236;0,73067641
1;9;22;16;22;9;1;-2520;0
17;7;6;15;17;7;6;-557,7096019;0,290398146
18;17;8;21,5;18;17;8;985,9015663;0,901566302
27;6;26;29,5;27;26;6;1116,829619;0,829619252
1;8;6;7,5;8;6;1;-13,35073734;0,649262661
29;6;13;24;29;13;6;-4849,989691;0,010309289
21;1;25;23,5;25;21;1;-409,022988;0,97701203
11;19;13;21,5;19;13;11;1034,588063;0,588063404
4;7;18;14,5;18;7;4;-1049,548731;0,451268848
17;8;15;20;17;15;8;804,9844719;0,9844719
30;24;24;39;30;24;24;12646,12095;0,120946757
6;12;6;12;12;6;6;0;0
2;25;28;27,5;28;25;2;-167,1539102;0,846089823
20;3;26;24,5;26;20;3;-718,3321013;0,667898662
28;8;10;23;28;10;8;-4675,935735;0,06426477
12;17;1;15;17;12;1;-325,3306011;0,669398919
16;28;5;24,5;28;16;5;-2871,47225;0,527749949
22;26;3;25,5;26;22;3;-198,8340035;0,165996526
12;27;6;22,5;27;12;6;-3698,086081;0,913918787
9;21;9;19,5;21;9;9;-730,2762266;0,723773366
8;21;25;27;25;21;8;1184,722752;0,722752377
12;22;19;26,5;22;19;12;2519,212;0,212000123
17;8;1;13;17;8;1;-865,3323061;0,667693889
29;30;5;32;30;29;5;916,4103884;0,410388418
11;2;5;9;11;5;2;-168;0
5;21;6;16;21;6;5;-2200;0
16;7;20;21,5;20;16;7;554,6783063;0,678306262
15;18;27;30;27;18;15;2957,701811;0,701810528
29;30;24;41,5;30;29;24;16205,78043;0,780429709
17;15;10;21;17;15;10;1209,799983;0,799983468
12;12;4;14;12;12;4;149,6662955;0,666295471
29;5;7;20,5;29;7;5;-8053,067196;0,93280434
5;24;18;23,5;24;18;5;-246,6257127;0,374287254
6;15;9;15;15;9;6;0;0
5;9;24;19;24;9;5;-3051,22926;0,770739522
4;14;27;22,5;27;14;4;-3356,560094;0,439906085
19;20;10;24,5;20;19;10;1776,340623;0,340622688
18;28;19;32,5;28;19;18;5021,760138;0,760137921
25;29;9;31,5;29;25;9;2052,065223;0,065223059
16;27;14;28,5;27;16;14;1451,415325;0,415324886
10;18;21;24,5;21;18;10;1632,797946;0,797946107
8;5;11;12;11;8;5;96,99484522;0,994845224
18;12;26;28;26;18;12;1693,280839;0,280839081
9;22;13;22;22;13;9;0;0
24;13;25;31;25;24;13;4209,229858;0,229858299
2;25;15;21;25;15;2;-2089,654517;0,3454831
2;17;19;19;19;17;2;0;0
27;2;1;15;27;2;1;-8458,595628;0,404371883
11;17;4;16;17;11;4;-240;0
4;28;7;19,5;28;7;4;-7272,403088;0,596911633
14;27;10;25,5;27;14;10;-1350,177566;0,822433553
12;12;1;12,5;12;12;1;10,16465998;0,16465998
26;4;15;22,5;26;15;4;-2303,521633;0,478366921
29;25;10;32;29;25;10;2613,466663;0,466663265
26;23;22;35,5;26;23;22;9551,719567;0,719566638
30;10;21;30,5;30;21;10;537,7710145;0,771014524
3;26;23;26;26;23;3;0;0
27;25;2;27;27;25;2;0;0
12;2;3;8,5;12;3;2;-364,7989279;0,201072079
5;14;24;21,5;24;14;5;-1434,512861;0,487138978
20;6;19;22,5;20;19;6;684,8307558;0,83075578
26;28;28;41;28;28;26;16231,91994;0,919941892
20;2;10;16;20;10;2;-1344;0
11;20;21;26;21;20;11;2294,558781;0,558781117
2;29;19;25;29;19;2;-2760;0
14;22;24;30;24;22;14;4206,509242;0,50924164
27;27;11;32,5;27;27;11;3707,70796;0,707960494
4;21;4;14,5;21;4;4;-2728,826701;0,173299005
12;3;1;8;12;3;1;-395,9797975;0,020202536
9;13;29;25,5;29;13;9;-3645,290064;0,70993631
2;19;23;22;23;19;2;-281,4249456;0,575054411
3;8;23;17;23;8;3;-3117,067853;0,932147033
13;17;19;24,5;19;17;13;2348,036455;0,036455278
17;5;24;23;24;17;5;-517,9498045;0,050195482
15;9;26;25;26;15;9;-800;0
5;18;20;21,5;20;18;5;401,6636011;0,663601086
19;1;2;11;19;2;1;-2387,969849;0,030150944
9;2;25;18;25;9;2;-4276,581813;0,418187384
9;11;12;16;12;11;9;560;0
16;27;9;26;27;16;9;-866,8333173;0,166682689
21;28;25;37;28;25;21;10511,01365;0,013652355
19;28;8;27,5;28;19;8;-434,6001665;0,399833539
21;13;24;29;24;21;13;3446,505477;0,505476566
22;14;20;28;22;20;14;3555,889762;0,889762071
11;25;15;25,5;25;15;11;384,4124067;0,412406716
12;20;4;18;20;12;4;-712,7636354;0,236364564
3;21;22;23;22;21;3;191,8332609;0,833260933
26;9;30;32,5;30;26;9;2177,022452;0,022452299
22;1;8;15,5;22;8;1;-2782,969658;0,030342029
28;5;29;31;29;28;5;868,5712406;0,571240601
14;13;21;24;21;14;13;1616,66323;0,663230237
18;10;29;28,5;29;18;10;-518,5056126;0,494387386
18;10;9;18,5;18;10;9;173,6594413;0,659441328
20;26;25;35,5;26;25;20;9212,102871;0,102870935
10;6;18;17;18;10;6;-317,4791332;0,520866827
10;2;13;12,5;13;10;2;-46,40388252;0,596117485
8;15;29;26;29;15;8;-3028,817591;0,182408926
28;4;7;19,5;28;7;4;-7272,403088;0,596911633
10;9;1;10;10;9;1;0;0
19;19;19;28,5;19;19;19;4577,129983;0,129983168
2;4;5;5,5;5;4;2;6,156170685;0,156170685
1;30;8;19,5;30;8;1;-9864,524903;0,475097366
29;17;18;32;29;18;17;3563,818177;0,81817718
12;6;18;18;18;12;6;0;0
27;13;21;30,5;27;21;13;3213,509721;0,509720938
18;1;22;20,5;22;18;1;-331,0875191;0,912480887
12;29;12;26,5;29;12;12;-2705,820296;0,179703572
9;14;2;12,5;14;9;2;-194,8963066;0,103693435
26;28;25;39,5;28;26;25;14148,10124;0,101241587
20;5;19;22;20;19;5;478,4224075;0,422407502
5;14;4;11,5;14;5;4;-413,2982333;0,701766653
11;11;16;19;16;11;11;836,9085972;0,90859716
3;25;21;24,5;25;21;3;-186,2342485;0,765751505
27;29;27;41,5;29;27;27;16930,51098;0,510983087
13;8;18;19,5;18;13;8;495,1305936;0,130593569
24;16;4;22;24;16;4;-1013,129804;0,870195878
12;26;18;28;26;18;12;1693,280839;0,280839081
26;3;11;20;26;11;3;-4105,420807;0,57919331
1;9;25;17,5;25;9;1;-4400,308827;0,691172947
29;22;6;28,5;29;22;6;-390,3806736;0,61932641
22;20;28;35;28;22;20;8075,448904;0,448903931
12;3;2;8,5;12;3;2;-364,7989279;0,201072079
20;10;18;24;20;18;10;1646,057107;0,05710715
6;27;6;19,5;27;6;6;-6035,956567;0,043432919
2;2;16;10;16;2;2;-1214,314622;0,685378495
3;17;1;10,5;17;3;1;-1500,696518;0,303482025
16;30;25;35,5;30;25;16;6709,66406;0,664060494
15;1;14;15;15;14;1;0;0
30;14;13;28,5;30;14;13;-1799,755003;0,244997142
8;13;3;12;13;8;3;-124,7076581;0,292341855
10;14;3;13,5;14;10;3;-67,51406104;0,485938965
5;27;24;28;27;24;5;486,8182412;0,818241236
11;15;23;24,5;23;15;11;952,2076692;0,207669215
30;3;8;20,5;30;8;3;-9409,11112;0,888879904
18;5;16;19,5;18;16;5;336,158898;0,158897975
6;21;8;17,5;21;8;6;-1599,589388;0,41061177
13;1;25;19,5;25;13;1;-2920,552921;0,447078516
16;12;16;22;16;16;12;1688,549674;0,549673536
12;5;22;19,5;22;12;5;-1200,567493;0,432507234
24;26;1;25,5;26;24;1;-92,78920162;0,210798379
26;27;6;29,5;27;26;6;1116,829619;0,829619252
6;19;30;27,5;30;19;6;-2395,872713;0,127287461
3;21;15;19,5;21;15;3;-491,8186832;0,181316756
4;25;4;16,5;25;4;4;-5394,869253;0,130746921
25;8;14;23,5;25;14;8;-1070,731289;0,268711493
6;3;11;10;11;6;3;-88,54377448;0,456225515
20;6;1;13,5;20;6;1;-2238,986718;0,013281987
6;17;16;19,5;17;16;6;521,6258762;0,625876167
12;19;12;21,5;19;12;12;1046,180087;0,180086523
12;16;23;25,5;23;16;12;1619,076885;0,076885431
23;27;15;32,5;27;23;15;5212,739522;0,739521625
4;22;7;16,5;22;7;4;-2653,006292;0,993708486
6;21;10;18,5;21;10;6;-1142,496325;0,503675471
11;17;14;21;17;14;11;1283,121195;0,121194588
1;6;10;8,5;10;6;1;-81,99776102;0,002238979
29;29;10;34;29;29;10;3498,571137;0,571136907
11;8;5;12;11;8;5;96,99484522;0,994845224
29;24;19;36;29;24;19;8568;0
13;13;4;15;13;13;4;170,4112672;0,411267233
20;2;9;15,5;20;9;2;-1554,62443;0,375570375
9;3;11;11,5;11;9;3;36,03112804;0,031128035
15;26;5;23;26;15;5;-2071,799218;0,200781929
11;4;20;17,5;20;11;4;-917,7114666;0,288533395
13;17;22;26;22;17;13;2386,341132;0,341132361
19;3;24;23;24;19;3;-383,6665219;0,333478135
23;10;28;30,5;28;23;10;2122,78032;0,780320491
7;4;4;7,5;7;4;4;16,77400332;0,774003324
8;17;10;17,5;17;10;8;149,0300672;0,030067226
10;16;26;26;26;16;10;0;0
25;29;13;33,5;29;25;13;4538,451556;0,4515557
7;25;16;24;25;16;7;-666,26121;0,738789963
27;24;6;28,5;27;24;6;810,7906298;0,790629764
2;19;10;15,5;19;10;2;-1023,128898;0,871101871
12;30;11;26,5;30;12;11;-4049,40003;0,599970173
23;19;17;29,5;23;19;17;4633,654803;0,654803278
8;15;2;12,5;15;8;2;-417,6349426;0,365057362
12;3;3;9;12;3;3;-324;0
28;2;12;21;28;12;2;-5485,343107;0,656893138
13;22;30;32,5;30;22;13;2918,136479;0,136478613
6;16;10;16;16;10;6;0;0
25;10;16;25,5;25;16;10;371,7880255;0,788025543
30;26;3;29,5;30;26;3;-251,8807226;0,11927736
11;15;15;20,5;15;15;11;1301,145652;0,145652036
19;28;17;32;28;19;17;4412,346315;0,346314604
29;3;26;29;29;26;3;0;0
25;22;11;29;25;22;11;2714,123063;0,123062796
11;6;29;23;29;11;6;-5870,097785;0,902215465
1;11;15;13,5;15;11;1;-172,2297475;0,770252461
17;14;20;25,5;20;17;14;2714,873171;0,873171243
11;26;2;19,5;26;11;2;-4269,604394;0,395606185
17;16;28;30,5;28;17;16;2702,661774;0,661773893
5;16;21;21;21;16;5;0;0
19;2;9;15;19;9;2;-1208,370804;0,629195983
5;16;22;21,5;22;16;5;-210,3952196;0,604780383
2;7;9;9;9;7;2;0;0
2;20;25;23,5;25;20;2;-547,1818639;0,818136094
11;17;18;23;18;17;11;1726,499348;0,499348393
11;9;16;18;16;11;9;534,5727266;0,572726577
20;12;6;19;20;12;6;-396,6598039;0,340196138
28;5;6;19,5;28;6;5;-7347,473056;0,526944269
5;21;23;24,5;23;21;5;506,7303971;0,730397068
7;5;8;10;8;7;5;94,86832981;0,868329805
8;17;18;21,5;18;17;8;985,9015663;0,901566302
22;19;13;27;22;19;13;2909,845357;0,845356716
24;13;4;20,5;24;13;4;-1961,056844;0,943156022
15;30;22;33,5;30;22;15;4309,828777;0,82877687
13;8;22;21,5;22;13;8;-266,0369306;0,96306941
4;10;28;21;28;10;4;-5998,591585;0,408415303
10;27;5;21;27;10;5;-4839,199934;0,800066127
5;27;12;22;27;12;5;-3986,853396;0,14660415
20;25;5;25;25;20;5;0;0
23;2;30;27,5;30;23;2;-1504,385192;0,614808406
23;15;21;29,5;23;21;15;4351,222511;0,222510506
10;16;5;15,5;16;10;5;-113,6809887;0,319011319
7;30;17;27;30;17;7;-3117,691454;0,308546376
28;18;9;27,5;28;18;9;-460,8203877;0,179612335
5;1;7;6,5;7;5;1;-10,51672775;0,483272253
12;20;6;19;20;12;6;-396,6598039;0,340196138
28;12;24;32;28;24;12;3620,38672;0,386719675
13;18;27;29;27;18;13;1895,578012;0,578012111
8;8;14;15;14;8;8;189,776184;0,776183964
13;21;10;22;21;13;10;506,5649021;0,564902061
8;8;20;18;20;8;8;-848,5281374;0,471862576
11;23;27;30,5;27;23;11;2826,922085;0,922085336
14;13;26;26,5;26;14;13;434,3468966;0,346896573
22;12;4;19;22;12;4;-1373,053167;0,946832785
10;6;7;11,5;10;7;6;125,8970003;0,897000312
11;16;25;26;25;16;11;764,852927;0,852927039
20;11;5;18;20;11;5;-772,1606051;0,839394944
26;19;14;29,5;26;19;14;3093,855669;0,85566865
1;8;19;14;19;8;1;-1459,246381;0,753619158
26;29;11;33;29;26;11;3538,65059;0,650590267
5;30;29;32;30;29;5;916,4103884;0,410388418
14;19;12;22,5;19;14;12;1481,724726;0,724726143
12;17;23;26;23;17;12;1927,429376;0,429376138
26;13;28;33,5;28;26;13;4894,40854;0,408540461
12;9;7;14;12;9;7;261,9160171;0,916017074
9;13;17;19,5;17;13;9;753,4595989;0,459598909
25;2;19;23;25;19;2;-805,6996959;0,300304083
12;23;17;26;23;17;12;1927,429376;0,429376138
9;23;25;28,5;25;23;9;2003,954124;0,954124428
3;25;1;14,5;25;3;1;-6207,331067;0,668932902
28;10;8;23;28;10;8;-4675,935735;0,06426477
21;7;28;28;28;21;7;0;0
26;13;13;26;26;13;13;0;0
16;15;16;23,5;16;16;15;2317,796932;0,796931827
17;1;18;18;18;17;1;0;0
4;1;20;12,5;20;4;1;-2591,988295;0,011705213
26;22;9;28,5;26;22;9;1691,649586;0,649585556
14;8;7;14,5;14;8;7;92,81723473;0,817234728
21;18;19;29;21;19;18;4738,94503;0,945030278
5;25;16;23;25;16;5;-1208,549544;0,450456125
25;23;12;30;25;23;12;3450,652112;0,652112283
10;20;2;16;20;10;2;-1344;0
23;11;8;21;23;11;8;-1191,469681;0,530319311
19;3;27;24,5;27;19;3;-1463,269095;0,730904682
26;5;5;18;26;5;5;-5736,050209;0,949791015
26;26;2;27;26;26;2;129,9038106;0,903810568
1;21;7;14,5;21;7;1;-2506,065338;0,934662352
2;25;7;17;25;7;2;-4947,726751;0,273249259
7;27;19;26,5;27;19;7;-376,433977;0,56602297
16;11;25;26;25;16;11;764,852927;0,852927039
12;22;10;22;22;12;10;0;0
2;12;23;18,5;23;12;2;-2075,848616;0,151383997
16;10;23;24,5;23;16;10;915,0845632;0,084563203
19;2;26;23,5;26;19;2;-1172,532566;0,467434487
2;2;17;10,5;17;2;2;-1521,758925;0,241074755
29;24;3;28;29;24;3;-529,1502622;0,849737787
30;19;11;30;30;19;11;0;0
21;11;6;19;21;11;6;-906,6509803;0,349019744
10;21;16;23,5;21;16;10;1227,068964;0,068963909
11;10;6;13,5;11;10;6;241,1216466;0,121646555
5;29;27;30,5;29;27;5;739,3488531;0,348853088
17;27;21;32,5;27;21;17;5588,997412;0,997411908
24;16;7;23,5;24;16;7;-299,9501912;0,049808822
2;24;30;28;30;24;2;-1100,632545;0,367454597
29;19;9;28,5;29;19;9;-494,4821865;0,517813453
14;28;4;23;28;14;4;-4100,435952;0,564047568
15;6;10;15,5;15;10;6;102,8542279;0,854227854
